Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Passed
S23809,-1.10,117.10,82.60,No
S23810,9.70,33.40,60.10,Yes
S23811,,91.00,41.90,Yes
S23812,5.40,61.10,93.10,No
S23813,12.60,83.40,66.80,No
S23814,3.60,77.60,56.90,Yes
S23815,2.90,85.00,77.00,No
S23816,21.90,50.10,51.00,No
S23817,3.20,94.40,50.90,No
S23818,18.30,75.80,,No
S23819,9.10,102.80,68.60,No
S23820,7.40,106.80,55.90,Yes
S23821,12.80,79.70,73.40,No
S23822,16.70,94.80,75.40,Yes
S23823,4.30,93.10,64.60,Yes
S23824,7.40,101.80,62.00,No
S23825,14.20,100.30,77.70,No
S23826,11.40,51.70,73.90,No
S23827,15.50,80.60,,Yes
S23828,12.60,47.20,83.30,Yes
S23829,19.00,64.60,76.60,Yes
S23830,10.90,65.40,56.90,No
S23831,11.10,,40.40,Yes
S23832,11.60,70.40,69.30,Yes
S23833,9.30,71.80,68.40,No
S23834,14.20,95.00,69.00,No
S23835,11.20,92.60,85.70,No
S23836,13.90,80.50,64.60,Yes
S23837,,90.00,,No
S23838,12.10,87.90,73.40,No
S23839,12.50,114.30,58.30,Yes
S23840,4.90,70.80,76.70,Yes
S23841,7.20,60.00,,Yes
S23842,14.20,79.10,58.80,Yes
S23843,17.10,56.00,37.60,Yes
S23844,,,53.10,No
S23845,7.20,84.00,66.00,Yes
S23846,10.10,64.90,41.40,No
S23847,5.60,70.40,57.20,Yes
S23848,5.90,69.50,65.50,Yes
S23849,12.40,66.30,74.60,No
S23850,17.90,53.10,79.80,No
S23851,-0.20,95.20,70.30,No
S23852,9.10,102.40,62.40,No
S23853,12.30,94.00,58.90,Yes
S23854,13.90,93.90,64.20,No
S23855,11.60,66.70,77.00,No
S23856,18.80,,73.00,No
S23857,10.10,59.40,65.40,No
S23858,16.60,72.30,84.80,Yes
S23859,6.80,74.10,60.10,Yes
S23860,10.30,47.30,81.30,No
S23861,3.90,77.60,58.40,Yes
S23862,14.50,64.40,48.40,nan
S23863,9.40,80.30,66.10,No
S23864,11.80,70.30,37.90,Yes
S23865,8.40,81.90,60.60,No
S23866,,,77.10,No
S23867,12.00,49.90,76.90,nan
S23868,5.00,,85.10,Yes
S23869,5.30,62.00,54.40,nan
S23870,9.90,98.60,49.00,No
S23871,13.30,109.00,74.80,Yes
S23872,19.30,75.80,53.80,Yes
S23873,11.50,83.10,68.20,Yes
S23874,15.00,45.50,49.60,Yes
S23875,1.90,81.10,58.20,No
S23876,20.10,69.80,57.60,Yes
S23877,13.00,102.20,64.80,Yes
S23878,9.80,70.50,63.30,Yes
S23879,9.20,,68.30,Yes
S23880,4.50,48.10,68.40,Yes
S23881,5.90,78.60,72.10,No
S23882,19.60,64.10,59.90,nan
S23883,5.10,99.30,72.30,No
S23884,5.00,87.70,80.50,Yes
S23885,6.50,73.00,47.60,Yes
S23886,4.00,87.50,50.10,No
S23887,10.10,109.90,75.60,Yes
S23888,15.40,51.80,76.80,No
S23889,6.90,62.30,60.10,Yes
S23890,3.10,113.80,,Yes
S23891,11.50,59.90,59.30,Yes
S23892,9.70,88.20,64.70,Yes
S23893,15.00,98.70,64.70,No
S23894,7.70,74.70,66.80,No
S23895,,88.80,85.80,Yes
S23896,9.30,69.10,102.20,nan
S23897,10.40,111.30,44.50,No
S23898,8.00,66.20,56.50,No
S23899,7.20,55.90,54.60,Yes
S23900,0.70,92.80,85.70,No
S23901,7.20,89.20,82.80,Yes
S23902,13.60,78.00,78.40,No
S23903,14.30,,59.10,No
S23904,7.60,,68.20,No
S23905,,60.30,41.20,No
S23906,9.90,62.90,76.00,No
S23907,3.30,81.30,70.90,Yes
S23908,1.70,70.90,58.10,No
S23909,16.10,45.20,76.70,No
S23910,8.10,,62.00,No
S23911,3.90,70.70,37.30,No
S23912,-1.30,85.20,84.20,No
S23913,8.00,80.80,91.00,Yes
S23914,12.00,110.10,44.50,Yes
S23915,6.50,55.40,69.00,No
S23916,4.70,86.10,87.40,No
S23917,7.30,87.70,45.20,No
S23918,16.20,,33.20,Yes
S23919,3.00,69.10,61.50,Yes
S23920,6.80,61.30,66.30,No
S23921,16.10,74.20,84.30,Yes
S23922,12.50,39.20,99.20,No
S23923,10.90,56.50,75.10,No
S23924,6.80,55.50,38.80,No
S23925,10.20,85.10,71.80,Yes
S23926,7.30,87.50,62.90,No
S23927,5.70,53.60,79.40,Yes
S23928,4.60,,36.60,No
S23929,13.90,45.70,78.90,Yes
S23930,9.70,94.60,88.70,nan
S23931,11.60,93.30,68.30,No
S23932,10.80,88.00,82.50,Yes
S23933,12.20,105.10,76.80,No
S23934,8.70,110.60,32.60,Yes
S23935,7.60,55.10,67.40,Yes
S23936,5.90,67.10,70.10,Yes
S23937,2.90,90.60,49.10,No
S23938,4.40,19.80,69.70,Yes
S23939,8.20,70.00,,No
S23940,2.00,,65.30,Yes
S23941,3.10,68.00,71.70,No
S23942,15.20,89.60,101.60,No
S23943,11.10,35.00,51.40,Yes
S23944,,80.70,76.10,No
S23945,21.40,65.80,46.70,No
S23946,1.80,70.50,82.20,Yes
S23947,14.90,56.00,64.20,Yes
S23948,9.40,107.00,73.60,No
S23949,13.90,76.40,51.40,No
S23950,10.50,77.90,73.10,No
S23951,0.60,116.20,56.10,Yes
S23952,10.50,56.50,63.10,Yes
S23953,11.70,77.80,48.30,Yes
S23954,-1.00,61.40,,Yes
S23955,19.70,60.40,69.10,No
S23956,11.60,81.20,64.70,Yes
S23957,13.40,69.40,83.60,No
S23958,4.20,114.60,56.30,Yes
S23959,13.50,110.60,89.00,Yes
S23960,15.40,71.80,59.90,Yes
S23961,11.30,44.20,89.50,No
S23962,10.00,69.20,70.00,No
S23963,,96.00,96.00,No
S23964,8.90,57.30,67.40,No
S23965,7.40,107.10,,No
S23966,12.90,86.60,61.40,Yes
S23967,5.80,51.60,64.90,Yes
S23968,12.80,61.80,89.50,No
S23969,5.80,64.60,38.60,Yes
S23970,,58.90,51.40,No
S23971,13.10,52.10,68.30,No
S23972,6.50,63.50,69.70,Yes
S23973,13.30,67.40,83.80,Yes
S23974,12.80,101.00,35.50,Yes
S23975,8.60,83.80,54.30,Yes
S23976,15.80,85.00,77.60,No
S23977,10.40,82.00,64.10,No
S23978,15.50,59.10,75.60,Yes
S23979,19.00,97.90,63.00,No
S23980,8.80,66.30,80.60,No
S23981,13.20,68.30,55.10,No
S23982,6.80,82.60,,Yes
S23983,4.80,125.00,64.20,Yes
S23984,9.00,63.70,54.10,No
S23985,3.20,,66.70,Yes
S23986,5.30,80.80,58.50,No
S23987,13.00,88.70,69.70,nan
S23988,7.40,66.30,69.00,No
S23989,13.60,63.10,53.80,Yes
S23990,11.50,49.60,73.20,No
S23991,19.30,81.70,68.70,Yes
S23992,12.60,113.90,56.20,Yes
S23993,15.60,109.20,78.10,Yes
S23994,12.00,81.00,66.70,No
S23995,11.60,66.70,81.10,No
S23996,15.80,82.60,86.30,Yes
S23997,,68.50,48.60,Yes
S23998,11.10,62.20,90.30,No
S23999,11.00,78.30,73.30,No
S24000,,100.60,69.70,Yes
S24001,6.60,71.20,54.70,Yes
S24002,6.40,71.00,70.10,No
S24003,17.10,69.70,31.70,No
S24004,19.30,90.90,48.50,Yes
S24005,5.40,92.00,37.10,No
S24006,6.70,53.50,62.90,Yes
S24007,15.70,71.50,85.40,No
S24008,12.70,97.10,68.90,No
S24009,13.40,68.30,73.90,nan
S24010,14.50,102.80,61.50,No
S24011,8.80,88.70,65.20,No
S24012,11.60,110.10,38.10,No
S24013,11.30,68.80,80.80,Yes
S24014,5.70,89.00,72.70,No
S24015,11.60,89.70,76.70,No
S24016,16.20,96.50,70.20,No
S24017,8.30,82.10,58.10,No
S24018,,97.30,72.70,No
S24019,11.00,62.40,60.50,No
S24020,8.60,73.90,63.80,Yes
S24021,13.40,45.20,82.00,No
S24022,6.60,69.60,80.10,Yes
S24023,16.70,58.00,57.80,Yes
S24024,13.10,81.60,70.70,No
S24025,5.30,94.70,81.20,Yes
S24026,18.50,86.30,42.90,Yes
S24027,10.80,90.60,66.70,Yes
S24028,6.40,76.90,66.70,No
S24029,15.50,72.20,39.70,Yes
S24030,,51.50,50.60,Yes
S24031,1.10,36.50,46.60,nan
S24032,7.40,44.80,63.10,No
S24033,11.40,61.70,68.20,Yes
S24034,-0.80,93.20,43.70,Yes
S24035,10.40,50.40,54.30,Yes
S24036,10.80,58.60,62.10,Yes
S24037,4.10,65.60,92.60,nan
S24038,11.40,100.80,56.50,Yes
S24039,10.00,74.20,,No
S24040,4.00,77.70,69.80,No
S24041,14.60,83.20,91.10,Yes
S24042,14.20,102.90,,Yes
S24043,8.60,76.70,91.70,No
S24044,9.00,39.70,42.30,No
S24045,13.60,77.50,75.80,Yes
S24046,9.00,103.80,52.90,Yes
S24047,,87.80,61.30,No
S24048,,79.30,58.30,Yes
S24049,5.90,82.10,48.90,Yes
S24050,8.10,38.30,81.50,No
S24051,17.30,35.50,50.10,Yes
S24052,9.30,92.90,55.20,Yes
S24053,10.00,100.70,61.50,Yes
S24054,12.50,62.40,54.90,Yes
S24055,12.50,78.90,69.40,No
S24056,5.40,87.40,36.70,No
S24057,9.70,108.20,51.40,No
S24058,10.20,73.40,53.60,Yes
S24059,11.40,89.80,52.00,Yes
S24060,11.40,114.90,85.60,No
S24061,22.90,69.40,58.40,Yes
S24062,4.10,76.30,57.70,Yes
S24063,14.90,52.90,67.60,No
S24064,15.90,53.90,80.30,No
S24065,,92.50,55.30,Yes
S24066,6.70,98.90,68.80,No
S24067,18.30,98.30,45.80,No
S24068,-1.00,54.30,69.80,Yes
S24069,6.60,70.90,64.40,No
S24070,15.90,84.60,49.20,No
S24071,8.10,29.50,39.20,Yes
S24072,18.00,,82.90,No
S24073,2.40,112.60,78.70,Yes
S24074,4.40,97.70,72.90,Yes
S24075,7.30,26.80,84.40,No
S24076,12.10,82.90,73.10,Yes
S24077,8.90,79.30,,Yes
S24078,7.50,80.40,68.00,Yes
S24079,17.10,77.10,87.90,Yes
S24080,17.60,68.50,56.90,No
S24081,7.90,28.50,60.50,Yes
S24082,1.50,81.20,70.80,No
S24083,-0.80,87.50,87.70,Yes
S24084,11.20,63.90,75.10,Yes
S24085,13.30,100.20,52.20,No
S24086,10.30,42.20,66.60,No
S24087,9.60,40.50,66.50,Yes
S24088,6.00,76.70,74.80,Yes
S24089,13.30,61.40,44.30,No
S24090,18.40,94.40,44.80,No
S24091,-1.10,66.40,63.40,Yes
S24092,9.60,102.20,64.70,No
S24093,5.10,60.60,52.30,Yes
S24094,-1.00,77.90,66.10,No
S24095,4.40,35.30,65.40,No
S24096,11.90,73.90,92.50,No
S24097,12.00,76.50,59.10,Yes
S24098,17.30,99.20,47.50,No
S24099,10.00,44.80,86.80,No
S24100,1.20,69.30,56.70,No
S24101,8.80,104.10,71.30,Yes
S24102,3.10,106.70,81.90,Yes
S24103,4.00,58.30,90.30,Yes
S24104,,61.30,67.30,No
S24105,11.00,41.00,47.50,No
S24106,12.90,32.50,71.20,Yes
S24107,8.20,67.20,63.20,No
S24108,14.00,62.10,49.10,No
S24109,7.90,116.20,79.30,No
S24110,15.60,82.00,77.90,Yes
S24111,11.70,70.80,85.50,Yes
S24112,9.00,88.10,68.20,Yes
S24113,11.10,95.60,40.20,Yes
S24114,9.90,99.30,93.10,No
S24115,18.00,80.20,43.90,Yes
S24116,11.20,74.50,51.60,Yes
S24117,10.00,78.20,57.10,Yes
S24118,8.80,73.80,74.00,Yes
S24119,14.20,64.40,60.50,No
S24120,13.50,95.90,74.40,No
S24121,8.60,71.10,48.10,Yes
S24122,4.20,54.70,61.50,Yes
S24123,5.50,75.40,78.60,No
S24124,9.10,89.30,81.80,No
S24125,16.70,,77.00,Yes
S24126,8.70,69.60,71.90,No
S24127,7.00,59.00,55.20,No
S24128,1.20,118.70,52.90,Yes
S24129,17.60,76.80,76.50,Yes
S24130,12.80,106.00,66.30,Yes
S24131,14.00,79.90,51.70,No
S24132,14.80,81.70,78.30,No
S24133,9.20,,56.20,No
S24134,10.40,70.50,86.00,No
S24135,17.40,73.50,57.70,Yes
S24136,10.90,61.90,55.20,No
S24137,12.90,74.80,,No
S24138,,42.50,60.40,No
S24139,13.20,78.50,74.20,Yes
S24140,9.40,50.90,63.00,No
S24141,9.80,76.90,89.30,Yes
S24142,13.90,81.40,63.70,Yes
S24143,13.90,103.30,49.50,Yes
S24144,15.80,81.30,68.30,Yes
S24145,12.80,69.70,95.40,No
S24146,13.00,62.40,64.80,Yes
S24147,7.80,89.30,39.00,Yes
S24148,7.10,73.00,52.10,Yes
S24149,13.90,60.00,69.90,Yes
S24150,7.10,78.10,36.70,No
S24151,9.90,37.90,89.30,No
S24152,16.90,76.60,58.90,Yes
S24153,16.10,59.40,21.50,Yes
S24154,11.50,68.50,101.90,No
S24155,8.50,114.90,87.10,Yes
S24156,9.40,65.30,56.10,Yes
S24157,14.30,90.80,51.60,No
S24158,9.80,96.00,63.60,No
S24159,7.20,92.10,89.70,No
S24160,16.10,82.40,,No
S24161,,52.80,43.70,No
S24162,7.10,62.00,84.40,Yes
S24163,12.40,51.70,72.50,No
S24164,14.90,,,No
S24165,5.00,68.20,54.60,Yes
S24166,9.00,56.70,62.40,No
S24167,8.80,85.90,62.70,Yes
S24168,,65.10,78.90,No
S24169,13.20,,81.50,No
S24170,7.20,43.60,70.70,Yes
S24171,2.50,76.40,81.30,Yes
S24172,15.20,,72.00,Yes
S24173,4.40,63.00,49.80,nan
S24174,11.40,82.60,65.70,Yes
S24175,9.30,77.40,57.20,Yes
S24176,10.80,86.80,82.30,nan
S24177,18.30,87.70,54.70,Yes
S24178,25.20,89.30,70.20,No
S24179,1.80,108.40,55.50,Yes
S24180,14.90,77.60,40.70,No
S24181,9.20,,66.30,No
S24182,15.20,66.40,69.50,No
S24183,14.80,66.90,80.40,No
S24184,17.00,56.60,75.70,No
S24185,11.40,24.70,46.70,Yes
S24186,5.60,79.60,64.60,Yes
S24187,14.60,75.70,49.00,Yes
S24188,10.60,113.30,52.80,No
S24189,8.80,112.00,69.40,Yes
S24190,7.60,88.60,72.70,No
S24191,15.00,86.30,41.40,No
S24192,18.00,,69.90,No
S24193,,78.80,69.50,No
S24194,13.10,72.70,48.10,No
S24195,8.10,77.90,63.00,Yes
S24196,,59.60,49.00,No
S24197,10.70,83.40,,No
S24198,5.80,47.60,80.50,No
S24199,2.10,135.70,78.60,No
S24200,6.10,103.90,62.30,Yes
S24201,4.90,101.50,71.70,Yes
S24202,6.80,49.50,48.20,No
S24203,3.40,42.60,77.90,nan
S24204,8.00,80.50,67.60,Yes
S24205,6.40,68.90,46.30,No
S24206,11.90,112.00,69.70,Yes
S24207,13.00,87.60,70.60,Yes
S24208,11.30,74.20,57.40,No
S24209,8.80,104.60,42.20,No
S24210,8.70,78.60,57.70,No
S24211,5.80,79.60,82.00,Yes
S24212,5.90,95.80,75.40,No
S24213,13.50,61.50,69.70,Yes
S24214,1.20,95.40,54.60,Yes
S24215,9.60,86.30,56.30,No
S24216,8.40,56.60,,Yes
S24217,13.00,114.20,67.60,Yes
S24218,2.90,65.90,68.30,Yes
S24219,10.10,42.30,82.00,No
S24220,11.70,59.40,42.60,Yes
S24221,0.50,54.30,61.60,No
S24222,4.60,78.90,55.00,No
S24223,9.50,107.50,65.70,No
S24224,12.60,80.00,75.00,Yes
S24225,10.90,106.70,54.80,Yes
S24226,12.80,96.30,75.80,Yes
S24227,4.60,21.70,73.60,No
S24228,2.10,93.00,60.30,Yes
S24229,10.40,63.40,79.20,Yes
S24230,3.90,85.30,72.30,Yes
S24231,5.70,73.80,54.70,No
S24232,14.70,130.70,53.70,No
S24233,10.90,83.70,77.90,Yes
S24234,7.20,86.70,56.80,No
S24235,6.50,96.60,75.00,No
S24236,13.10,45.20,48.40,No
S24237,11.10,96.70,79.90,No
S24238,3.90,70.70,41.20,Yes
S24239,0.30,61.20,41.20,No
S24240,19.40,91.40,57.90,No
S24241,3.90,45.20,84.00,Yes
S24242,12.60,93.80,,No
S24243,17.60,71.90,75.30,No
S24244,10.70,73.00,73.20,Yes
S24245,7.00,30.10,54.30,Yes
S24246,2.90,93.00,42.90,Yes
S24247,2.80,80.00,84.90,No
S24248,11.90,65.70,82.10,No
S24249,17.30,56.50,50.40,Yes
S24250,8.00,90.60,68.10,No
S24251,7.20,82.00,,Yes
S24252,13.50,75.10,49.60,Yes
S24253,6.60,55.20,43.80,Yes
S24254,11.40,81.10,69.10,Yes
S24255,10.20,79.90,62.60,Yes
S24256,8.00,101.30,58.20,Yes
S24257,9.90,51.10,63.40,Yes
S24258,18.80,60.70,63.90,Yes
S24259,13.00,113.90,69.80,Yes
S24260,15.50,78.80,83.30,Yes
S24261,5.40,80.10,79.00,No
S24262,15.50,94.30,76.90,No
S24263,13.20,111.20,58.00,nan
S24264,2.50,51.80,54.50,Yes
S24265,12.70,118.60,54.80,No
S24266,7.40,74.10,78.30,No
S24267,2.30,80.30,76.50,No
S24268,10.60,76.20,39.40,Yes
S24269,12.70,105.00,80.00,No
S24270,,94.20,68.90,No
S24271,9.50,72.10,65.30,No
S24272,8.30,52.50,81.60,No
S24273,,70.10,69.20,Yes
S24274,4.10,48.30,51.70,Yes
S24275,,92.80,53.60,No
S24276,10.10,61.40,68.30,nan
S24277,5.70,,,No
S24278,9.80,98.50,74.20,No
S24279,3.00,91.10,99.60,No
S24280,7.00,82.70,83.80,Yes
S24281,9.80,59.10,51.60,No
S24282,,84.70,65.90,No
S24283,12.50,59.10,60.60,No
S24284,5.20,84.90,69.00,Yes
S24285,2.70,48.90,50.10,Yes
S24286,4.60,99.10,43.40,No
S24287,20.90,79.00,44.80,No
S24288,0.10,74.70,27.90,No
S24289,12.20,82.80,54.00,No
S24290,6.20,72.70,96.80,No
S24291,8.20,76.40,58.10,Yes
S24292,13.00,100.80,69.50,Yes
S24293,12.80,96.10,48.60,No
S24294,6.60,89.30,52.90,No
S24295,3.20,80.00,,nan
S24296,13.10,68.70,55.60,Yes
S24297,12.80,96.50,64.60,No
S24298,8.60,56.80,81.40,No
S24299,12.20,110.70,85.40,No
S24300,7.80,,74.90,Yes
S24301,5.90,98.60,76.00,No
S24302,10.00,84.40,59.30,No
S24303,12.60,72.60,96.10,No
S24304,11.50,94.00,53.60,Yes
S24305,12.50,46.90,64.00,No
S24306,6.20,63.20,59.00,No
S24307,17.90,71.20,80.10,No
S24308,8.30,47.40,58.40,Yes
S24309,,87.70,67.50,Yes
S24310,3.40,,79.10,No
S24311,9.00,40.80,49.00,Yes
S24312,12.70,66.70,74.10,Yes
S24313,13.80,71.60,70.20,Yes
S24314,17.80,81.50,52.80,No
S24315,,92.10,56.60,No
S24316,11.40,69.40,63.30,Yes
S24317,7.80,93.80,68.20,nan
S24318,6.70,76.80,86.60,No
S24319,,62.90,91.90,Yes
S24320,14.80,79.60,53.80,Yes
S24321,4.60,49.70,103.30,Yes
S24322,13.60,69.90,58.10,Yes
S24323,13.30,71.50,92.50,No
S24324,4.40,62.90,86.60,No
S24325,12.70,,49.90,No
S24326,4.80,,43.90,No
S24327,-2.10,79.00,66.80,No
S24328,9.20,83.60,78.60,No
S24329,11.30,85.30,65.40,No
S24330,9.40,87.50,65.70,No
S24331,24.30,106.20,71.70,No
S24332,11.90,93.50,41.60,No
S24333,10.70,35.30,66.70,Yes
S24334,12.10,,52.90,No
S24335,7.80,58.30,59.50,No
S24336,14.60,63.90,45.80,No
S24337,11.80,94.60,45.30,Yes
S24338,11.60,37.70,69.90,Yes
S24339,6.90,109.30,63.00,Yes
S24340,2.20,91.30,89.70,No
S24341,7.50,81.70,59.30,No
S24342,11.40,91.70,76.20,Yes
S24343,7.80,98.00,82.70,Yes
S24344,11.50,79.50,67.70,Yes
S24345,8.80,90.50,68.70,No
S24346,12.20,55.40,83.40,Yes
S24347,5.10,91.20,85.00,No
S24348,11.00,87.20,74.10,No
S24349,6.80,103.80,85.90,Yes
S24350,2.30,78.50,68.00,No
S24351,9.20,81.10,48.70,No
S24352,17.70,56.50,69.70,No
S24353,2.70,75.00,55.00,Yes
S24354,10.60,87.20,83.80,No
S24355,14.00,89.10,61.00,Yes
S24356,21.50,109.30,78.50,No
S24357,7.50,84.20,,Yes
S24358,6.80,73.10,49.30,No
S24359,,86.10,61.80,Yes
S24360,15.70,63.90,45.30,Yes
S24361,5.70,101.50,76.80,Yes
S24362,8.10,61.10,83.30,Yes
S24363,0.80,66.90,73.80,Yes
S24364,14.40,53.50,86.00,No
S24365,,,75.40,No
S24366,14.20,87.90,58.80,nan
S24367,2.00,108.10,66.70,No
S24368,13.00,73.90,66.90,No
S24369,1.60,,82.80,No
S24370,10.30,21.60,66.30,nan
S24371,11.00,79.50,48.70,No
S24372,11.60,75.60,45.00,Yes
S24373,12.70,75.30,62.20,No
S24374,10.00,150.00,65.90,Yes
S24375,0.20,85.90,45.00,Yes
S24376,12.70,66.70,81.80,No
S24377,10.50,56.90,62.10,Yes
S24378,5.50,51.90,78.40,Yes
S24379,2.20,66.10,52.30,Yes
S24380,17.70,82.50,78.90,Yes
S24381,16.20,32.80,49.80,No
S24382,13.50,72.30,56.70,Yes
S24383,6.60,91.00,58.70,Yes
S24384,-2.60,54.30,60.90,Yes
S24385,13.80,71.40,81.30,No
S24386,11.80,55.20,70.60,Yes
S24387,8.10,20.80,50.20,Yes
S24388,15.60,59.00,48.80,No
S24389,14.20,53.70,67.40,nan
S24390,10.90,90.50,61.40,No
S24391,10.20,84.60,68.10,Yes
S24392,10.30,54.20,40.30,Yes
S24393,13.40,100.90,98.50,No
S24394,,89.50,39.40,Yes
S24395,12.10,69.90,61.80,Yes
S24396,5.40,81.60,54.00,Yes
S24397,16.70,56.10,,Yes
S24398,12.70,25.80,74.40,No
S24399,6.60,76.80,62.00,No
S24400,10.40,47.70,47.70,Yes
S24401,5.70,70.50,58.10,Yes
S24402,17.50,83.20,74.90,No
S24403,18.10,36.10,79.70,No
S24404,13.50,79.10,88.70,Yes
S24405,17.80,91.50,69.90,Yes
S24406,10.80,33.40,57.40,Yes
S24407,13.80,89.10,55.50,Yes
S24408,16.10,113.00,72.70,Yes
S24409,10.00,69.90,84.80,No
S24410,10.40,,35.40,Yes
S24411,14.70,54.90,64.70,Yes
S24412,13.20,93.40,46.00,Yes
S24413,6.20,85.20,,No
S24414,-0.90,79.40,90.80,Yes
S24415,9.10,78.20,38.40,Yes
S24416,-0.50,82.90,40.10,Yes
S24417,5.00,73.70,87.80,No
S24418,5.60,,69.90,Yes
S24419,,72.00,64.70,Yes
S24420,14.10,74.00,78.60,No
S24421,15.20,51.50,91.40,Yes
S24422,12.50,72.80,69.10,No
S24423,13.20,73.80,,Yes
S24424,13.30,64.60,36.70,No
S24425,-2.50,82.00,51.60,No
S24426,10.10,86.80,37.10,Yes
S24427,1.00,61.70,65.50,Yes
S24428,12.50,78.00,86.30,Yes
S24429,-0.50,93.20,58.70,Yes
S24430,9.10,54.80,71.80,Yes
S24431,12.70,41.70,,Yes
S24432,4.40,56.20,70.90,No
S24433,14.80,85.50,63.70,No
S24434,12.50,65.90,44.60,nan
S24435,11.90,50.20,75.70,No
S24436,13.50,100.40,82.90,No
S24437,8.20,51.40,65.40,No
S24438,10.80,71.60,,No
S24439,10.10,89.70,77.20,No
S24440,9.90,88.40,70.20,No
S24441,6.60,83.30,89.20,No
S24442,3.80,61.60,58.20,Yes
S24443,8.30,86.20,76.20,No
S24444,8.00,75.30,71.30,No
S24445,6.30,83.10,65.70,No
S24446,14.30,102.40,56.10,No
S24447,4.10,51.10,76.30,No
S24448,,82.70,89.00,Yes
S24449,15.80,77.80,35.10,No
S24450,14.50,93.90,67.40,No
S24451,16.10,110.60,73.80,No
S24452,7.00,109.90,52.30,No
S24453,13.90,91.70,71.70,No
S24454,4.70,63.00,70.40,nan
S24455,8.60,66.60,75.90,Yes
S24456,9.10,89.40,59.90,Yes
S24457,7.10,49.30,,Yes
S24458,8.20,70.30,65.40,No
S24459,7.50,60.20,84.50,Yes
S24460,5.10,51.50,78.30,No
S24461,14.30,80.00,45.30,Yes
S24462,9.10,90.80,62.60,Yes
S24463,11.00,87.00,63.40,Yes
S24464,10.80,77.40,73.90,Yes
S24465,10.30,68.00,63.50,No
S24466,10.50,64.50,62.50,nan
S24467,,92.40,56.30,Yes
S24468,17.10,64.80,101.30,No
S24469,13.80,,38.40,nan
S24470,10.10,83.20,65.40,Yes
S24471,7.80,55.40,67.00,No
S24472,9.40,,74.80,Yes
S24473,12.10,64.40,59.00,No
S24474,17.50,61.60,58.50,Yes
S24475,,70.00,73.00,Yes
S24476,13.30,90.10,59.50,Yes
S24477,15.60,78.50,54.90,No
S24478,2.60,80.90,81.60,Yes
S24479,9.10,90.20,49.70,Yes
S24480,4.70,87.50,54.30,No
S24481,12.20,71.40,70.30,No
S24482,8.20,86.10,76.00,No
S24483,9.30,71.60,61.40,No
S24484,7.90,83.80,72.00,No
S24485,13.60,95.80,68.10,No
S24486,11.10,85.40,60.60,No
S24487,11.20,50.10,,No
S24488,10.80,65.10,79.80,No
S24489,,88.00,50.10,Yes
S24490,8.70,31.90,105.20,Yes
S24491,18.50,81.50,57.20,No
S24492,3.80,80.30,89.00,Yes
S24493,1.40,129.50,81.40,No
S24494,1.00,83.60,60.60,No
S24495,-0.40,72.80,80.50,Yes
S24496,13.40,98.30,79.60,Yes
S24497,12.80,68.10,60.00,No
S24498,16.00,75.80,39.20,Yes
S24499,4.70,76.80,42.30,Yes
S24500,13.70,,73.90,No
S24501,10.30,56.50,64.70,Yes
S24502,10.80,91.70,67.80,Yes
S24503,13.10,64.50,80.10,No
S24504,6.20,116.20,59.40,No
S24505,22.90,44.70,76.30,Yes
S24506,16.70,59.90,55.60,nan
S24507,7.30,34.40,66.40,Yes
S24508,4.50,134.30,67.80,Yes
S24509,9.60,50.50,49.00,No
S24510,10.90,90.20,64.90,No
S24511,15.30,,77.80,nan
S24512,4.20,56.90,72.70,Yes
S24513,,90.50,86.80,Yes
S24514,2.40,53.60,58.00,Yes
S24515,12.20,58.70,87.70,Yes
S24516,9.50,43.80,68.30,Yes
S24517,19.70,88.40,57.90,Yes
S24518,2.30,35.80,67.50,Yes
S24519,16.90,82.90,54.20,No
S24520,1.50,72.50,69.70,No
S24521,3.40,109.90,40.40,Yes
S24522,1.60,75.70,83.60,No
S24523,11.30,92.00,55.40,Yes
S24524,4.10,85.20,65.50,No
S24525,3.30,72.90,83.00,Yes
S24526,11.00,97.30,55.60,Yes
S24527,12.30,82.60,75.10,No
S24528,10.20,93.00,82.40,No
S24529,9.20,56.40,67.10,No
S24530,19.10,85.60,70.90,Yes
S24531,10.70,91.00,,No
S24532,14.00,53.20,47.70,No
S24533,10.70,73.50,82.90,No
S24534,4.50,40.20,40.30,Yes
S24535,12.70,43.30,57.20,Yes
S24536,6.70,,94.70,Yes
S24537,9.50,111.00,79.50,Yes
S24538,11.50,112.60,65.30,Yes
S24539,0.30,68.90,95.90,Yes
S24540,2.00,56.00,48.50,No
S24541,14.50,93.50,72.90,No
S24542,6.70,34.90,63.50,No
S24543,6.90,66.90,65.30,Yes
S24544,10.80,60.00,76.30,No
S24545,8.10,73.30,74.60,Yes
S24546,12.10,102.50,66.60,Yes
S24547,9.70,23.20,76.30,No
S24548,11.00,81.20,85.70,No
S24549,6.50,81.90,70.20,Yes
S24550,11.00,73.80,77.30,Yes
S24551,15.50,,68.30,Yes
S24552,7.20,85.30,57.90,Yes
S24553,14.60,78.20,65.80,Yes
S24554,9.70,34.30,75.30,Yes
S24555,13.70,57.20,38.60,No
S24556,10.60,,,nan
S24557,9.80,51.70,75.40,Yes
S24558,11.70,,66.50,No
S24559,16.10,60.60,50.60,Yes
